Table with column headers in rows 2 through 4.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
072,141,072,043,Puerto Rico,Utuado Municipio,34106,146,31326,515,2461,513,2163,498,298,125,319,133,,,Puerto Rico,Coamo Municipio,39276,482,36660,494,2616,576,1615,457,1001,348,9,14
072,143,072,043,Puerto Rico,Vega Alta Municipio,39049,131,37280,405,1582,398,368,153,1214,362,175,105,12,18,Puerto Rico,Coamo Municipio,39276,482,36660,494,2616,576,1615,457,1001,348,16,25
072,149,072,043,Puerto Rico,Villalba Municipio,29703,125,27057,682,2141,618,1569,535,572,290,505,298,,,Puerto Rico,Coamo Municipio,39276,482,36660,494,2616,576,1615,457,1001,348,76,105
072,009,072,045,Puerto Rico,Aibonito Municipio,26722,122,25422,369,1170,333,889,302,281,174,130,112,,,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,76,123
072,021,072,045,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,29,33
072,025,072,045,Puerto Rico,Caguas Municipio,141357,220,129604,1129,10775,1085,7447,1003,3328,715,793,293,185,124,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,14,23
072,031,072,045,Puerto Rico,Carolina Municipio,185139,265,167725,1433,15572,1385,9516,1026,6056,793,1490,389,352,163,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,13,21
072,035,072,045,Puerto Rico,Cayey Municipio,46824,144,42266,802,4192,809,3192,666,1000,440,312,176,54,46,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,20,34
072,041,072,045,Puerto Rico,Cidra Municipio,47371,172,42528,843,4251,827,2671,604,1580,496,580,249,12,20,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,332,291
072,047,072,045,Puerto Rico,Corozal Municipio,38265,185,37642,279,566,194,340,139,226,122,35,55,22,34,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,22,26
072,055,072,045,Puerto Rico,Guánica Municipio,22574,77,21140,419,1310,416,945,352,365,184,124,77,,,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,7,11
072,061,072,045,Puerto Rico,Guaynabo Municipio,101679,209,93765,1073,6377,1011,2522,493,3855,792,1140,385,397,243,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,93,118
072,113,072,045,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,16,26
072,139,072,045,Puerto Rico,Trujillo Alto Municipio,85012,163,76648,1053,7234,930,3230,688,4004,733,1013,381,117,97,Puerto Rico,Comerío Municipio,19746,364,18734,205,1012,408,375,177,637,360,15,24
072,009,072,047,Puerto Rico,Aibonito Municipio,26722,122,25422,369,1170,333,889,302,281,174,130,112,,,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,13,20
072,019,072,047,Puerto Rico,Barranquitas Municipio,29973,150,28348,509,1502,459,775,335,727,362,102,61,21,36,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,73,98
072,021,072,047,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,69,50
072,031,072,047,Puerto Rico,Carolina Municipio,185139,265,167725,1433,15572,1385,9516,1026,6056,793,1490,389,352,163,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,51,81
072,039,072,047,Puerto Rico,Ciales Municipio,20361,94,19153,337,1054,302,860,301,194,90,143,95,11,18,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,8,13
072,041,072,047,Puerto Rico,Cidra Municipio,47371,172,42528,843,4251,827,2671,604,1580,496,580,249,12,20,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,11,18
072,051,072,047,Puerto Rico,Dorado Municipio,35746,148,34561,357,1027,320,520,260,507,193,108,62,50,51,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,99,117
072,061,072,047,Puerto Rico,Guaynabo Municipio,101679,209,93765,1073,6377,1011,2522,493,3855,792,1140,385,397,243,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,15,17
072,063,072,047,Puerto Rico,Gurabo Municipio,42247,166,39511,633,2477,575,1378,505,1099,350,259,133,,,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,24,38
072,097,072,047,Puerto Rico,Mayagüez Municipio,92755,181,83516,993,7973,941,5129,841,2844,518,985,348,281,142,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,27,30
072,109,072,047,Puerto Rico,Patillas Municipio,19779,98,18559,348,982,346,744,321,238,115,219,129,19,31,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,24,36
072,127,072,047,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,80,70
072,135,072,047,Puerto Rico,Toa Alta Municipio,78628,215,75384,876,3042,802,1191,460,1851,692,174,119,28,23,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,93,128
072,137,072,047,Puerto Rico,Toa Baja Municipio,93804,223,87046,890,6162,856,3287,697,2875,595,560,264,36,55,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,107,136
072,149,072,047,Puerto Rico,Villalba Municipio,29703,125,27057,682,2141,618,1569,535,572,290,505,298,,,Puerto Rico,Corozal Municipio,38684,395,37642,279,1042,288,340,139,702,281,8,12
072,025,072,049,Puerto Rico,Caguas Municipio,141357,220,129604,1129,10775,1085,7447,1003,3328,715,793,293,185,124,Puerto Rico,Culebra Municipio,2239,139,1959,74,280,155,72,61,208,134,9,15
072,053,072,049,Puerto Rico,Fajardo Municipio,41745,115,35693,974,5405,856,3402,599,2003,587,582,298,65,104,Puerto Rico,Culebra Municipio,2239,139,1959,74,280,155,72,61,208,134,22,36
072,075,072,049,Puerto Rico,Juana Díaz Municipio,52452,160,50101,490,2108,450,1476,369,632,270,243,144,,,Puerto Rico,Culebra Municipio,2239,139,1959,74,280,155,72,61,208,134,14,22
072,089,072,049,Puerto Rico,Luquillo Municipio,20403,66,17982,486,2028,442,847,311,1181,377,340,190,53,52,Puerto Rico,Culebra Municipio,2239,139,1959,74,280,155,72,61,208,134,109,117
072,125,072,049,Puerto Rico,San Germán Municipio,37208,145,34249,580,2540,567,1850,546,690,241,350,182,69,66,Puerto Rico,Culebra Municipio,2239,139,1959,74,280,155,72,61,208,134,13,23
072,127,072,049,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Culebra Municipio,2239,139,1959,74,280,155,72,61,208,134,41,46
072,007,072,051,Puerto Rico,Aguas Buenas Municipio,30917,126,29983,360,696,288,495,226,201,130,226,237,12,20,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,16,24
072,013,072,051,Puerto Rico,Arecibo Municipio,101416,241,93186,1249,7337,1107,4738,940,2599,567,876,310,17,27,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,27,44
072,021,072,051,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,244,197
072,025,072,051,Puerto Rico,Caguas Municipio,141357,220,129604,1129,10775,1085,7447,1003,3328,715,793,293,185,124,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,33,52
072,029,072,051,Puerto Rico,Canóvanas Municipio,46503,208,42639,722,3544,705,1768,512,1776,477,197,106,123,198,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,63,99
072,031,072,051,Puerto Rico,Carolina Municipio,185139,265,167725,1433,15572,1385,9516,1026,6056,793,1490,389,352,163,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,91,94
072,033,072,051,Puerto Rico,Cataño Municipio,26352,85,24448,446,1838,440,1065,407,773,270,58,51,8,12,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,38,57
072,055,072,051,Puerto Rico,Guánica Municipio,22574,77,21140,419,1310,416,945,352,365,184,124,77,,,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,7,11
072,085,072,051,Puerto Rico,Las Piedras Municipio,38681,151,34607,689,3766,661,2125,593,1641,522,308,180,,,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,41,63
072,113,072,051,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,39,46
072,127,072,051,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,356,192
072,137,072,051,Puerto Rico,Toa Baja Municipio,93804,223,87046,890,6162,856,3287,697,2875,595,560,264,36,55,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,67,62
072,139,072,051,Puerto Rico,Trujillo Alto Municipio,85012,163,76648,1053,7234,930,3230,688,4004,733,1013,381,117,97,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,121,180
072,143,072,051,Puerto Rico,Vega Alta Municipio,39049,131,37280,405,1582,398,368,153,1214,362,175,105,12,18,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,160,128
072,145,072,051,Puerto Rico,Vega Baja Municipio,63674,186,62596,322,863,252,478,140,385,193,196,92,19,29,Puerto Rico,Dorado Municipio,36415,513,34561,357,1854,512,520,260,1334,434,31,33
072,021,072,053,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,83,70
072,031,072,053,Puerto Rico,Carolina Municipio,185139,265,167725,1433,15572,1385,9516,1026,6056,793,1490,389,352,163,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,94,69
072,037,072,053,Puerto Rico,Ceiba Municipio,17658,80,15811,609,1458,578,990,501,468,220,292,188,97,104,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,210,167
072,049,072,053,Puerto Rico,Culebra Municipio,2093,15,1959,74,113,67,72,61,41,35,18,17,3,5,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,7,10
072,054,072,053,Puerto Rico,Florida Municipio,15444,128,14026,539,1278,466,945,406,333,213,140,185,,,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,11,18
072,061,072,053,Puerto Rico,Guaynabo Municipio,101679,209,93765,1073,6377,1011,2522,493,3855,792,1140,385,397,243,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,13,20
072,069,072,053,Puerto Rico,Humacao Municipio,59966,171,55358,749,4125,683,2360,515,1765,499,389,199,94,76,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,31,36
072,087,072,053,Puerto Rico,Loíza Municipio,33285,86,31025,537,2097,518,1107,363,990,361,140,96,23,26,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,16,25
072,089,072,053,Puerto Rico,Luquillo Municipio,20403,66,17982,486,2028,442,847,311,1181,377,340,190,53,52,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,119,104
072,103,072,053,Puerto Rico,Naguabo Municipio,23946,100,22266,473,1317,396,670,273,647,278,363,220,,,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,42,56
072,109,072,053,Puerto Rico,Patillas Municipio,19779,98,18559,348,982,346,744,321,238,115,219,129,19,31,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,17,28
072,113,072,053,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,13,21
072,119,072,053,Puerto Rico,Río Grande Municipio,55490,191,49041,938,5781,882,2509,659,3272,750,568,295,100,155,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,331,229
072,121,072,053,Puerto Rico,Sabana Grande Municipio,27317,83,25828,489,1399,475,1049,431,350,150,90,65,,,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,25,39
072,127,072,053,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,172,132
072,151,072,053,Puerto Rico,Yabucoa Municipio,40015,161,37370,532,2183,477,1366,386,817,341,462,209,,,Puerto Rico,Fajardo Municipio,40306,805,35693,974,4613,675,3402,599,1211,315,27,40
072,005,072,054,Puerto Rico,Aguadilla Municipio,66521,187,58541,955,6463,875,4564,745,1899,453,1412,518,105,99,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,13,23
072,013,072,054,Puerto Rico,Arecibo Municipio,101416,241,93186,1249,7337,1107,4738,940,2599,567,876,310,17,27,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,116,92
072,017,072,054,Puerto Rico,Barceloneta Municipio,22646,113,20460,588,1856,483,918,363,938,313,292,279,38,58,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,160,174
072,021,072,054,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,19,30
072,057,072,054,Puerto Rico,Guayama Municipio,44836,127,41322,756,2952,636,1954,499,998,386,562,280,,,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,23,38
072,091,072,054,Puerto Rico,Manatí Municipio,48917,194,47306,428,1226,337,827,251,399,215,380,166,5,8,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,42,65
072,097,072,054,Puerto Rico,Mayagüez Municipio,92755,181,83516,993,7973,941,5129,841,2844,518,985,348,281,142,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,11,18
072,101,072,054,Puerto Rico,Morovis Municipio,32188,161,30890,539,1101,485,541,360,560,307,197,192,,,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,31,50
072,113,072,054,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,13,21
072,117,072,054,Puerto Rico,Rincón Municipio,16107,108,15486,239,427,206,218,134,209,146,173,117,21,34,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,15,23
072,127,072,054,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Florida Municipio,15427,391,14026,539,1401,437,945,406,456,218,13,20
072,027,072,055,Puerto Rico,Camuy Municipio,39022,118,37379,452,1442,489,790,262,652,378,195,239,6,9,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,10,16
072,041,072,055,Puerto Rico,Cidra Municipio,47371,172,42528,843,4251,827,2671,604,1580,496,580,249,12,20,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,15,23
072,063,072,055,Puerto Rico,Gurabo Municipio,42247,166,39511,633,2477,575,1378,505,1099,350,259,133,,,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,16,26
072,093,072,055,Puerto Rico,Maricao Municipio,6232,42,5733,225,433,227,282,179,151,155,66,69,,,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,83,120
072,097,072,055,Puerto Rico,Mayagüez Municipio,92755,181,83516,993,7973,941,5129,841,2844,518,985,348,281,142,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,10,15
072,113,072,055,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,51,29
072,121,072,055,Puerto Rico,Sabana Grande Municipio,27317,83,25828,489,1399,475,1049,431,350,150,90,65,,,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,106,126
072,125,072,055,Puerto Rico,San Germán Municipio,37208,145,34249,580,2540,567,1850,546,690,241,350,182,69,66,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,20,33
072,127,072,055,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,63,63
072,153,072,055,Puerto Rico,Yauco Municipio,47746,123,44375,634,2760,594,2200,543,560,249,559,287,52,72,Puerto Rico,Guánica Municipio,22572,305,21140,419,1432,394,945,352,487,215,113,104
072,011,072,057,Puerto Rico,Añasco Municipio,29791,118,27983,540,1637,464,1294,440,343,148,144,113,27,31,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,1,127
072,015,072,057,Puerto Rico,Arroyo Municipio,18809,99,17002,570,1616,507,1149,449,467,228,191,160,,,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,179,176
072,021,072,057,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,277,140
072,025,072,057,Puerto Rico,Caguas Municipio,141357,220,129604,1129,10775,1085,7447,1003,3328,715,793,293,185,124,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,45,48
072,031,072,057,Puerto Rico,Carolina Municipio,185139,265,167725,1433,15572,1385,9516,1026,6056,793,1490,389,352,163,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,16,26
072,035,072,057,Puerto Rico,Cayey Municipio,46824,144,42266,802,4192,809,3192,666,1000,440,312,176,54,46,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,77,103
072,061,072,057,Puerto Rico,Guaynabo Municipio,101679,209,93765,1073,6377,1011,2522,493,3855,792,1140,385,397,243,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,56,58
072,073,072,057,Puerto Rico,Jayuya Municipio,18129,99,16665,455,1318,431,985,351,333,234,146,135,,,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,66,65
072,081,072,057,Puerto Rico,Lares Municipio,37356,112,34672,647,2423,620,1887,514,536,279,250,213,11,18,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,23,34
072,085,072,057,Puerto Rico,Las Piedras Municipio,38681,151,34607,689,3766,661,2125,593,1641,522,308,180,,,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,9,13
072,097,072,057,Puerto Rico,Mayagüez Municipio,92755,181,83516,993,7973,941,5129,841,2844,518,985,348,281,142,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,37,36
072,109,072,057,Puerto Rico,Patillas Municipio,19779,98,18559,348,982,346,744,321,238,115,219,129,19,31,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,54,59
072,113,072,057,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,105,72
072,119,072,057,Puerto Rico,Río Grande Municipio,55490,191,49041,938,5781,882,2509,659,3272,750,568,295,100,155,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,84,47
072,123,072,057,Puerto Rico,Salinas Municipio,31892,79,29486,546,1925,457,1505,403,420,254,471,235,10,15,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,44,51
072,127,072,057,Puerto Rico,San Juan Municipio,419840,413,368481,2301,45456,2127,30902,1756,14554,1220,3799,652,2104,387,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,198,125
072,129,072,057,Puerto Rico,San Lorenzo Municipio,43865,158,40712,625,2883,581,1780,503,1103,294,254,167,16,17,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,18,28
072,133,072,057,Puerto Rico,Santa Isabel Municipio,22619,84,21033,435,1400,436,916,353,484,227,178,161,8,13,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,1,127
072,135,072,057,Puerto Rico,Toa Alta Municipio,78628,215,75384,876,3042,802,1191,460,1851,692,174,119,28,23,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,68,118
072,137,072,057,Puerto Rico,Toa Baja Municipio,93804,223,87046,890,6162,856,3287,697,2875,595,560,264,36,55,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,45,57
072,139,072,057,Puerto Rico,Trujillo Alto Municipio,85012,163,76648,1053,7234,930,3230,688,4004,733,1013,381,117,97,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,151,237
072,149,072,057,Puerto Rico,Villalba Municipio,29703,125,27057,682,2141,618,1569,535,572,290,505,298,,,Puerto Rico,Guayama Municipio,44857,657,41322,756,3535,718,1954,499,1581,435,27,41
072,031,072,059,Puerto Rico,Carolina Municipio,185139,265,167725,1433,15572,1385,9516,1026,6056,793,1490,389,352,163,Puerto Rico,Guayanilla Municipio,23407,383,22123,340,1284,322,756,266,528,205,8,13
072,055,072,059,Puerto Rico,Guánica Municipio,22574,77,21140,419,1310,416,945,352,365,184,124,77,,,Puerto Rico,Guayanilla Municipio,23407,383,22123,340,1284,322,756,266,528,205,81,90
072,069,072,059,Puerto Rico,Humacao Municipio,59966,171,55358,749,4125,683,2360,515,1765,499,389,199,94,76,Puerto Rico,Guayanilla Municipio,23407,383,22123,340,1284,322,756,266,528,205,21,32
072,073,072,059,Puerto Rico,Jayuya Municipio,18129,99,16665,455,1318,431,985,351,333,234,146,135,,,Puerto Rico,Guayanilla Municipio,23407,383,22123,340,1284,322,756,266,528,205,21,35
072,097,072,059,Puerto Rico,Mayagüez Municipio,92755,181,83516,993,7973,941,5129,841,2844,518,985,348,281,142,Puerto Rico,Guayanilla Municipio,23407,383,22123,340,1284,322,756,266,528,205,26,33
072,111,072,059,Puerto Rico,Peñuelas Municipio,28961,99,27135,544,1741,545,1351,453,390,302,79,82,6,11,Puerto Rico,Guayanilla Municipio,23407,383,22123,340,1284,322,756,266,528,205,75,118
072,113,072,059,Puerto Rico,Ponce Municipio,178070,278,158364,1532,16871,1366,12915,1260,3956,578,2397,494,438,237,Puerto Rico,Guayanilla Municipio,23407,383,22123,340,1284,322,756,266,528,205,145,96
072,153,072,059,Puerto Rico,Yauco Municipio,47746,123,44375,634,2760,594,2200,543,560,249,559,287,52,72,Puerto Rico,Guayanilla Municipio,23407,383,22123,340,1284,322,756,266,528,205,151,124
072,005,072,061,Puerto Rico,Aguadilla Municipio,66521,187,58541,955,6463,875,4564,745,1899,453,1412,518,105,99,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,14,23
072,013,072,061,Puerto Rico,Arecibo Municipio,101416,241,93186,1249,7337,1107,4738,940,2599,567,876,310,17,27,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,41,50
072,021,072,061,Puerto Rico,Bayamón Municipio,218415,278,196841,1398,19372,1322,10625,928,8747,867,1942,405,260,152,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,752,238
072,025,072,061,Puerto Rico,Caguas Municipio,141357,220,129604,1129,10775,1085,7447,1003,3328,715,793,293,185,124,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,120,126
072,029,072,061,Puerto Rico,Canóvanas Municipio,46503,208,42639,722,3544,705,1768,512,1776,477,197,106,123,198,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,24,37
072,031,072,061,Puerto Rico,Carolina Municipio,185139,265,167725,1433,15572,1385,9516,1026,6056,793,1490,389,352,163,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,277,168
072,033,072,061,Puerto Rico,Cataño Municipio,26352,85,24448,446,1838,440,1065,407,773,270,58,51,8,12,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,108,89
072,037,072,061,Puerto Rico,Ceiba Municipio,17658,80,15811,609,1458,578,990,501,468,220,292,188,97,104,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,42,65
072,041,072,061,Puerto Rico,Cidra Municipio,47371,172,42528,843,4251,827,2671,604,1580,496,580,249,12,20,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,64,89
072,045,072,061,Puerto Rico,Comerío Municipio,19175,77,18734,205,427,186,375,177,52,53,14,15,,,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,26,41
072,051,072,061,Puerto Rico,Dorado Municipio,35746,148,34561,357,1027,320,520,260,507,193,108,62,50,51,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,15,24
072,057,072,061,Puerto Rico,Guayama Municipio,44836,127,41322,756,2952,636,1954,499,998,386,562,280,,,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,20,32
072,063,072,061,Puerto Rico,Gurabo Municipio,42247,166,39511,633,2477,575,1378,505,1099,350,259,133,,,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,145,207
072,079,072,061,Puerto Rico,Lajas Municipio,27515,112,25979,414,1294,367,1145,354,149,91,242,204,,,Puerto Rico,Guaynabo Municipio,100083,1010,93765,1073,6318,778,2522,493,3796,688,14,23
